ord__Education,onehot__Gender_Female,onehot__Gender_Male,onehot__Interest_Arts,onehot__Interest_Others,onehot__Interest_Sports,onehot__Interest_Technology,onehot__Interest_Unknown,minmax__Age,std__Introversion Score,std__Sensing Score,std__Thinking Score,std__Judging Score,True_Label,Predicted_Label
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.38461538461538464,-1.5831107388759866,-1.0439766053155004,0.8507438229691172,0.4559327764437163,11,11
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2820512820512821,-1.718613514516638,-0.35398682120164837,0.08697531427811378,-1.314800025956324,9,9
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1538461538461539,-0.5257315407463007,-0.6944515120829147,0.08802162471556024,0.656092112553469,9,9
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20512820512820512,-0.6603690589501006,-0.6163734033827157,0.6461416279909262,0.7262151731513489,11,11
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.43589743589743585,-1.5285199166701684,-1.888236323457897,-0.34497766618248976,1.0063941165710582,9,9
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07692307692307693,-0.8835293350032768,0.3489369336277259,0.451940174513447,-0.2019682218833188,11,11
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.38461538461538464,0.9849387234010114,-0.21029681489800503,-0.7260633292835164,-0.40288236270920397,1,1
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.051282051282051266,-0.5814541196795204,-1.0802983935575075,0.736408423147336,-0.42244597054857985,11,11
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.38461538461538464,1.0172232088848048,1.3553019056185205,-1.416832629640078,0.9573380893358544,5,5
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.23076923076923078,1.3262308667926133,0.7829888214488521,0.9700578588790137,-0.05818399652141713,3,3
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25641025641025644,-0.3901664665701962,-1.482596815496466,0.234747608244921,1.36202401995888,11,3
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.17948717948717946,-0.3123071413725744,-0.6350333932178789,-0.6095971979417695,-0.4160839091119145,9,9
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1538461538461539,-1.2603904811089597,-1.3990116794121767,-0.4043436573932475,-3.288826839555559,9,9
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12820512820512825,-0.5515646667809313,-1.530024809907507,0.9231020795455209,0.18375158293641228,3,3
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.10256410256410259,-0.5945229680057215,0.2535600822369783,-0.32261364673309134,1.38745558159,9,9
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17948717948717946,1.0753131321652492,0.08552941441806217,-1.177515101604881,1.001530970263307,1,1
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.17948717948717946,-0.19363881442330108,0.9345533148868894,-0.9978026224631702,-0.05998768015451234,9,13
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1538461538461539,-1.2166465261315085,0.7012745074711988,-0.49163782223399766,1.3925031028281125,9,9
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4102564102564103,0.30855660192515716,-0.5115573260140208,-0.6248795666158665,-0.8858637478201716,1,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4102564102564103,0.28279269648547467,0.43495949336308704,0.3743191843129325,-0.13654983455741707,1,1
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1538461538461539,0.9334559059083626,-0.5309065688932322,1.479825847369592,-0.829398405164875,3,3
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25641025641025644,0.3937463881277824,0.40466748031383004,-0.9338113847822425,0.2626172803404164,1,1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.23076923076923078,0.9534018203426575,0.3314162996100012,0.13550402387187407,0.37934214151828444,1,1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.20512820512820512,-0.896563573032004,-0.5138392131990374,-0.014139156307586087,1.5960509203222477,9,9
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23076923076923078,-1.1287190653986858,-0.2438141197305352,0.26506289409809447,-0.17740291218956783,11,11
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25641025641025644,0.6050249490581175,-1.1296477324303125,-1.7271398956331634,-0.04504493356792142,1,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.051282051282051266,-1.1134801514208617,0.9039449532974938,-0.17953935592250167,0.03082615278715781,9,9
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.17948717948717946,-0.9426679502971853,-0.4860621843120462,0.21021821123458154,-0.9630062658943149,11,11
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20512820512820512,-0.4628861625929217,0.8609826217952425,1.6414530931223237,-2.148068195139168,15,7
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.07692307692307693,-0.8053135237416724,-0.14959365782996295,0.1588277386562814,-0.1679996507791455,9,9
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.12820512820512825,1.702375579740583,0.6202564157569286,-1.4314913695766238,-0.9900957599915107,1,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.17948717948717946,-1.1292970573665022,-2.118174922121397,0.29500400270873767,0.012384218414297949,11,11
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25641025641025644,-1.306633299564037,-0.09904985590038824,-0.011325897780411603,0.6483232300400719,9,9
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.10256410256410259,-0.9737826077263558,-0.3612796517084583,-0.9786364325957694,-0.2540052955038915,9,9
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307692307693,-0.7955603419134853,-0.36484648454516583,0.8376580132928387,1.2701228635091686,10,10
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307692307693,-0.7760228289893845,-0.28322758920060515,0.35314352406897825,0.07536676152376429,11,11
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.12820512820512825,-1.4744136386289866,1.3273564307048273,-0.6294909546696463,0.20629373175484905,13,9
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.30769230769230765,1.0541004808434042,-0.13382065203259297,0.43889940469043615,0.6633799185283673,3,3
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.30769230769230765,-1.4118001494686838,-1.2411404893318336,0.712662026663033,0.048392787618760695,11,11
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5128205128205128,1.358954903054327,0.6238010959227644,0.4914851656823754,0.14762231791458977,3,3
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.12820512820512825,1.3851652813314248,-0.8927416210881558,-0.4047282284480707,-0.29035023566307305,1,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.30769230769230765,0.7211459581133011,-0.26500086192941275,-1.3489922168068214,-1.3848513531122228,1,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.20512820512820512,-0.8422254059977462,-0.8444751334888372,-1.5663302964474428,-2.011430045215333,9,9
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.10256410256410259,-1.586114912696734,0.2475182776568478,1.0002622774010672,-0.9918234085127029,11,11
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1538461538461539,-0.27615668566092977,-0.4722651392040644,-1.413489286685985,0.28073036022211106,1,1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.17948717948717946,0.06029347711405266,-1.0157261586536894,1.102076598014463,-0.5313872747969205,3,3
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.20512820512820512,-1.4606941167102736,1.0421950088853589,1.4335699180637955,0.35214406622194466,11,15
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.358974358974359,-0.9597031387139124,0.7946997470929367,-0.9565530460782689,0.23600305570452224,9,9
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10256410256410259,0.6735775652649673,-1.1382062357562435,0.2997609041346127,-0.3489841041109931,3,3
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.17948717948717946,-1.4383081763040584,-0.6227645465920971,-0.2453945506078874,-1.6243477391169636,9,9
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307692307693,0.5191706451439905,-0.749286528071444,-0.17084319963776268,0.15576528336325324,1,1
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0486009045747782,-0.11543721563838033,-0.7677840918256784,0.36898823318746193,1,1
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.12820512820512825,0.4888693297054601,-2.4494882900475137,1.5043240629430539,-1.163628595471863,3,3
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.6908503506817245,-0.18717889350479616,1.6231703772997874,1.282658458711888,2,2
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.358974358974359,-1.0624438067656283,-1.0809410691419439,0.18233161285375923,0.050822673276099635,11,11
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.30769230769230765,-0.525298912027875,0.8652126807666254,-1.7236441100987805,-1.0163538404385155,13,13
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.23076923076923078,1.4651496787939529,-0.5875246766821034,-0.43491532394963656,1.699161981577157,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23076923076923078,1.5756188262716244,-1.4150563801422762,1.1063345964502973,-3.2538357252202394,3,3
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4615384615384615,1.4579022825028871,-0.9139103443281776,1.2890924625937157,-0.8665339403913604,3,3
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.12820512820512825,-0.007438875042662337,0.3209685625948091,1.6541820485765593,-1.2598083181984363,11,3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.051282051282051266,-1.7115841630996582,-0.80046459779965,1.493355126370351,1.6176116209652123,10,10
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1538461538461539,0.01929065769654613,-0.3911503542842209,-0.9425213994833714,-0.4212653531044655,1,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17948717948717946,-1.0591489064460988,-1.5859382259202053,-1.1667575058821265,-0.393559022463588,9,9
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.20512820512820512,0.633395009897596,0.8296347864068143,-0.2510765013277965,0.17816848981840688,1,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.30769230769230765,1.2222200008235995,-0.35778313452622734,-0.9986064106137915,0.9437677654905734,0,0
